activity_date,sku_id,product_detail_views,add_to_cart,online_orders
2026-02-08,1054,9,0,0
2026-02-08,1055,20,2,0
2026-02-08,1056,11,1,1
2026-02-08,1057,13,0,0
2026-02-08,1058,12,1,0
2026-02-08,1059,11,0,0
2026-02-08,1060,14,0,0
2026-02-09,1001,21,4,0
2026-02-09,1002,27,5,2
2026-02-09,1003,20,3,0
2026-02-09,1004,28,3,0
2026-02-09,1005,30,6,1
2026-02-09,1006,17,2,1
2026-02-09,1007,22,1,0
2026-02-09,1008,30,5,0
2026-02-09,1009,27,2,1
2026-02-09,1010,32,0,0
2026-02-09,1011,30,4,0
2026-02-09,1012,34,2,1
2026-02-09,1013,33,4,0
2026-02-09,1014,19,0,0
2026-02-09,1015,22,3,1
2026-02-09,1016,23,1,0
2026-02-09,1017,29,2,2
2026-02-09,1018,25,1,1
2026-02-09,1019,29,3,2
2026-02-09,1020,29,2,0
2026-02-09,1021,18,1,1
2026-02-09,1022,25,1,1
2026-02-09,1023,19,1,0
2026-02-09,1024,15,0,0
2026-02-09,1025,23,3,1
2026-02-09,1026,25,2,2
2026-02-09,1027,23,0,0
2026-02-09,1028,20,0,0
2026-02-09,1029,24,1,0
2026-02-09,1030,19,1,1
2026-02-09,1031,29,3,1
2026-02-09,1032,26,2,0
2026-02-09,1033,29,4,2
2026-02-09,1034,26,1,1
2026-02-09,1035,19,0,0
2026-02-09,1036,22,2,0
2026-02-09,1037,27,1,0
2026-02-09,1038,26,4,3
2026-02-09,1039,32,2,0
2026-02-09,1040,14,1,1
2026-02-09,1041,20,2,0
2026-02-09,1042,17,0,0
2026-02-09,1043,20,3,0
2026-02-09,1044,10,1,0
2026-02-09,1045,14,1,0
2026-02-09,1046,19,0,0
2026-02-09,1047,12,0,0
2026-02-09,1048,28,1,0
2026-02-09,1049,17,1,0
2026-02-09,1050,11,2,0
2026-02-09,1051,12,1,0
2026-02-09,1052,11,3,0
2026-02-09,1053,17,0,0
2026-02-09,1054,7,0,0
2026-02-09,1055,11,0,0
2026-02-09,1056,16,3,1
2026-02-09,1057,14,0,0
2026-02-09,1058,11,0,0
2026-02-09,1059,14,2,0
2026-02-09,1060,10,1,1
2026-02-10,1001,22,3,1
2026-02-10,1002,27,2,0
2026-02-10,1003,17,0,0
2026-02-10,1004,30,3,1
2026-02-10,1005,34,2,0
2026-02-10,1006,24,3,2
2026-02-10,1007,25,2,1
2026-02-10,1008,32,2,1
2026-02-10,1009,23,4,1
2026-02-10,1010,34,2,0
2026-02-10,1011,18,6,2
2026-02-10,1012,29,1,0
2026-02-10,1013,27,2,0
2026-02-10,1014,21,3,0
2026-02-10,1015,23,1,1
2026-02-10,1016,26,3,2
2026-02-10,1017,23,1,1
2026-02-10,1018,34,3,2
2026-02-10,1019,22,3,1
2026-02-10,1020,25,2,1
2026-02-10,1021,25,3,1
2026-02-10,1022,26,1,0
2026-02-10,1023,23,1,0
2026-02-10,1024,22,1,0
2026-02-10,1025,26,3,1
2026-02-10,1026,24,2,0
2026-02-10,1027,23,1,1
2026-02-10,1028,18,0,0
2026-02-10,1029,18,1,0
2026-02-10,1030,21,0,0
2026-02-10,1031,28,2,2
2026-02-10,1032,21,0,0
2026-02-10,1033,24,2,0
2026-02-10,1034,31,4,0
2026-02-10,1035,27,0,0
2026-02-10,1036,14,1,0
2026-02-10,1037,27,1,0
2026-02-10,1038,17,1,1
2026-02-10,1039,25,1,0
2026-02-10,1040,11,3,1
2026-02-10,1041,19,3,2
2026-02-10,1042,19,1,0
2026-02-10,1043,10,1,0
2026-02-10,1044,14,1,0
2026-02-10,1045,18,1,1
2026-02-10,1046,11,0,0
2026-02-10,1047,15,1,0
2026-02-10,1048,13,3,0
2026-02-10,1049,10,0,0
2026-02-10,1050,14,1,0
2026-02-10,1051,16,0,0
2026-02-10,1052,16,2,1
2026-02-10,1053,24,1,0
2026-02-10,1054,12,0,0
2026-02-10,1055,14,0,0
2026-02-10,1056,8,1,1
2026-02-10,1057,13,2,0
2026-02-10,1058,11,1,0
2026-02-10,1059,6,0,0
2026-02-10,1060,18,1,0
2026-02-11,1001,21,1,0
2026-02-11,1002,29,1,1
2026-02-11,1003,32,3,0
2026-02-11,1004,25,4,1
2026-02-11,1005,23,4,1
2026-02-11,1006,24,7,2
2026-02-11,1007,21,0,0
2026-02-11,1008,30,1,0
2026-02-11,1009,22,0,0
2026-02-11,1010,21,3,2
2026-02-11,1011,17,2,0
2026-02-11,1012,22,1,0
2026-02-11,1013,17,0,0
2026-02-11,1014,27,5,2
2026-02-11,1015,25,1,0
2026-02-11,1016,23,2,0
2026-02-11,1017,20,2,0
2026-02-11,1018,22,1,0
2026-02-11,1019,29,1,1
2026-02-11,1020,25,3,1
2026-02-11,1021,15,3,0
2026-02-11,1022,11,1,1
2026-02-11,1023,25,1,0
2026-02-11,1024,22,0,0
2026-02-11,1025,19,2,1
2026-02-11,1026,26,3,0
2026-02-11,1027,14,1,0
2026-02-11,1028,17,0,0
2026-02-11,1029,17,1,0
2026-02-11,1030,21,3,1
2026-02-11,1031,20,1,0
2026-02-11,1032,24,0,0
2026-02-11,1033,27,1,1
2026-02-11,1034,21,3,0
2026-02-11,1035,17,5,1
2026-02-11,1036,29,3,0
2026-02-11,1037,30,1,0
2026-02-11,1038,23,6,2
2026-02-11,1039,28,3,0
2026-02-11,1040,26,0,0
2026-02-11,1041,24,2,0
2026-02-11,1042,14,2,0
2026-02-11,1043,20,0,0
2026-02-11,1044,11,0,0
2026-02-11,1045,20,0,0
2026-02-11,1046,8,0,0
2026-02-11,1047,7,1,1
2026-02-11,1048,10,0,0
2026-02-11,1049,16,2,1
2026-02-11,1050,11,0,0
2026-02-11,1051,10,1,0
2026-02-11,1052,12,0,0
2026-02-11,1053,11,0,0
2026-02-11,1054,15,1,1
2026-02-11,1055,13,2,0
2026-02-11,1056,7,1,1
2026-02-11,1057,16,1,0
2026-02-11,1058,18,0,0
2026-02-11,1059,14,0,0
2026-02-11,1060,12,1,0
2026-02-12,1001,33,2,1
2026-02-12,1002,24,5,0
2026-02-12,1003,18,0,0
2026-02-12,1004,33,2,0
2026-02-12,1005,28,2,0
2026-02-12,1006,30,1,0
2026-02-12,1007,39,2,1
2026-02-12,1008,25,3,0
2026-02-12,1009,28,4,1
2026-02-12,1010,31,2,0
2026-02-12,1011,22,1,1
2026-02-12,1012,30,2,1
2026-02-12,1013,27,1,0
2026-02-12,1014,21,4,2
2026-02-12,1015,18,0,0
2026-02-12,1016,29,5,3
2026-02-12,1017,23,2,0
2026-02-12,1018,17,2,0
2026-02-12,1019,22,1,1
2026-02-12,1020,26,3,1
2026-02-12,1021,23,4,0
2026-02-12,1022,24,2,0
2026-02-12,1023,21,1,0
2026-02-12,1024,17,0,0
2026-02-12,1025,18,0,0
2026-02-12,1026,28,1,1
2026-02-12,1027,18,0,0
2026-02-12,1028,18,1,1
2026-02-12,1029,18,2,2
2026-02-12,1030,26,1,1
2026-02-12,1031,19,2,1
2026-02-12,1032,17,1,0
2026-02-12,1033,14,3,2
2026-02-12,1034,19,1,0
2026-02-12,1035,26,0,0
2026-02-12,1036,19,1,0
2026-02-12,1037,16,3,1
2026-02-12,1038,18,1,1
2026-02-12,1039,27,2,1
2026-02-12,1040,19,0,0
2026-02-12,1041,17,4,1
2026-02-12,1042,18,3,2
2026-02-12,1043,13,1,0
2026-02-12,1044,12,1,1
2026-02-12,1045,9,1,0
2026-02-12,1046,17,1,0
2026-02-12,1047,17,0,0
2026-02-12,1048,15,1,1
2026-02-12,1049,17,2,0
2026-02-12,1050,18,1,1
2026-02-12,1051,14,0,0
2026-02-12,1052,11,0,0
2026-02-12,1053,14,2,0
2026-02-12,1054,11,2,1
2026-02-12,1055,13,0,0
2026-02-12,1056,16,0,0
2026-02-12,1057,21,1,0
2026-02-12,1058,15,3,0
2026-02-12,1059,12,0,0
2026-02-12,1060,16,0,0
2026-02-13,1001,31,4,1
2026-02-13,1002,25,1,0
2026-02-13,1003,23,4,1
2026-02-13,1004,23,1,0
2026-02-13,1005,25,2,0
2026-02-13,1006,27,2,1
2026-02-13,1007,37,5,1
2026-02-13,1008,30,3,1
2026-02-13,1009,30,6,2
2026-02-13,1010,31,5,1
2026-02-13,1011,20,3,0
2026-02-13,1012,25,2,0
2026-02-13,1013,24,1,0
2026-02-13,1014,24,1,0
2026-02-13,1015,23,4,0
2026-02-13,1016,22,3,0
2026-02-13,1017,20,4,0
2026-02-13,1018,26,3,1
2026-02-13,1019,25,0,0
2026-02-13,1020,23,3,2
2026-02-13,1021,13,0,0
2026-02-13,1022,10,1,0
2026-02-13,1023,26,1,0
2026-02-13,1024,21,2,0
2026-02-13,1025,30,4,1
2026-02-13,1026,22,3,0
2026-02-13,1027,22,0,0
2026-02-13,1028,14,0,0
2026-02-13,1029,20,3,1
2026-02-13,1030,23,0,0
2026-02-13,1031,26,2,0
2026-02-13,1032,22,1,1
2026-02-13,1033,23,0,0
2026-02-13,1034,29,1,0
2026-02-13,1035,35,2,0
2026-02-13,1036,30,1,1
2026-02-13,1037,27,2,1
2026-02-13,1038,24,2,1
2026-02-13,1039,22,0,0
2026-02-13,1040,24,2,2
2026-02-13,1041,20,3,1
2026-02-13,1042,14,1,0
2026-02-13,1043,9,0,0
2026-02-13,1044,17,2,1
2026-02-13,1045,15,2,1
2026-02-13,1046,18,2,0
2026-02-13,1047,21,1,0
2026-02-13,1048,10,0,0
2026-02-13,1049,24,1,0
2026-02-13,1050,24,2,0
2026-02-13,1051,16,1,0
2026-02-13,1052,16,1,0
2026-02-13,1053,14,2,1
2026-02-13,1054,8,0,0
2026-02-13,1055,9,0,0
2026-02-13,1056,18,2,1
2026-02-13,1057,9,2,1
2026-02-13,1058,15,0,0
2026-02-13,1059,17,0,0
2026-02-13,1060,12,1,1
2026-02-14,1001,26,3,2
2026-02-14,1002,27,5,2
2026-02-14,1003,24,1,0
2026-02-14,1004,18,3,1
2026-02-14,1005,27,2,1
2026-02-14,1006,24,0,0
2026-02-14,1007,36,3,0
2026-02-14,1008,21,2,0
2026-02-14,1009,20,2,1
2026-02-14,1010,20,4,1
2026-02-14,1011,18,1,1
2026-02-14,1012,30,3,1
2026-02-14,1013,24,1,0
2026-02-14,1014,29,1,0
2026-02-14,1015,28,4,2
2026-02-14,1016,21,0,0
2026-02-14,1017,26,3,1
2026-02-14,1018,30,3,1
2026-02-14,1019,24,4,1
2026-02-14,1020,23,4,1
2026-02-14,1021,23,3,0
2026-02-14,1022,25,1,1
2026-02-14,1023,24,3,2
2026-02-14,1024,25,0,0
2026-02-14,1025,17,1,0
2026-02-14,1026,21,3,1
2026-02-14,1027,14,0,0
2026-02-14,1028,20,2,1
2026-02-14,1029,20,2,0
2026-02-14,1030,18,1,0
2026-02-14,1031,20,3,0
2026-02-14,1032,18,1,1
2026-02-14,1033,28,3,1
2026-02-14,1034,24,3,1
2026-02-14,1035,25,1,0
2026-02-14,1036,16,0,0
2026-02-14,1037,23,0,0
2026-02-14,1038,23,2,1
2026-02-14,1039,19,1,0
2026-02-14,1040,25,5,2
2026-02-14,1041,15,1,0
2026-02-14,1042,20,3,1
2026-02-14,1043,17,1,0
2026-02-14,1044,16,0,0
2026-02-14,1045,18,2,1
2026-02-14,1046,14,2,0
2026-02-14,1047,14,2,2
2026-02-14,1048,30,3,1
2026-02-14,1049,15,1,0
2026-02-14,1050,11,0,0
2026-02-14,1051,14,2,0
2026-02-14,1052,15,1,0
2026-02-14,1053,12,0,0
2026-02-14,1054,11,0,0
2026-02-14,1055,15,1,0
2026-02-14,1056,7,0,0
2026-02-14,1057,16,1,0
2026-02-14,1058,11,1,1
2026-02-14,1059,7,1,0
2026-02-14,1060,12,3,1
2026-02-15,1001,22,2,1
2026-02-15,1002,21,1,0
2026-02-15,1003,37,2,0
2026-02-15,1004,28,3,0
2026-02-15,1005,33,4,3
2026-02-15,1006,21,4,1
2026-02-15,1007,33,5,1
2026-02-15,1008,24,0,0
2026-02-15,1009,31,3,0
2026-02-15,1010,28,2,0
2026-02-15,1011,17,2,0
2026-02-15,1012,30,3,3
2026-02-15,1013,31,5,2
2026-02-15,1014,40,3,0
2026-02-15,1015,20,1,1
2026-02-15,1016,26,4,1
2026-02-15,1017,31,2,0
2026-02-15,1018,17,0,0
2026-02-15,1019,19,1,0
2026-02-15,1020,38,7,1
2026-02-15,1021,26,1,0
2026-02-15,1022,27,2,1
2026-02-15,1023,23,2,0
2026-02-15,1024,25,3,0
2026-02-15,1025,22,2,0
2026-02-15,1026,18,2,1
2026-02-15,1027,21,2,1
2026-02-15,1028,17,0,0
2026-02-15,1029,22,2,0
2026-02-15,1030,24,2,0
2026-02-15,1031,28,2,0
2026-02-15,1032,23,2,0
2026-02-15,1033,22,1,0
2026-02-15,1034,15,1,0
2026-02-15,1035,19,1,1
2026-02-15,1036,25,1,1
2026-02-15,1037,20,1,0
2026-02-15,1038,27,1,0
2026-02-15,1039,21,0,0
2026-02-15,1040,19,3,1
2026-02-15,1041,22,0,0
2026-02-15,1042,12,2,1
2026-02-15,1043,14,3,0
2026-02-15,1044,21,1,1
2026-02-15,1045,14,1,0
2026-02-15,1046,20,0,0
2026-02-15,1047,21,1,1
2026-02-15,1048,17,2,0
2026-02-15,1049,17,2,1
2026-02-15,1050,11,1,0
2026-02-15,1051,21,2,2
2026-02-15,1052,16,3,1
2026-02-15,1053,7,0,0
2026-02-15,1054,14,0,0
2026-02-15,1055,12,0,0
2026-02-15,1056,16,0,0
2026-02-15,1057,19,0,0
2026-02-15,1058,9,0,0
2026-02-15,1059,13,0,0
2026-02-15,1060,11,0,0
2026-02-16,1001,24,3,2
2026-02-16,1002,30,1,0
2026-02-16,1003,26,4,2
2026-02-16,1004,28,3,1
2026-02-16,1005,21,5,0
2026-02-16,1006,30,3,1
2026-02-16,1007,20,3,1
2026-02-16,1008,33,4,0
2026-02-16,1009,31,3,1
2026-02-16,1010,38,3,1
2026-02-16,1011,34,2,1
2026-02-16,1012,29,3,3
2026-02-16,1013,17,1,0
2026-02-16,1014,24,1,1
2026-02-16,1015,18,2,0
2026-02-16,1016,33,3,1
2026-02-16,1017,22,1,0
2026-02-16,1018,25,3,0
2026-02-16,1019,23,5,3
2026-02-16,1020,23,3,1
2026-02-16,1021,16,1,1
2026-02-16,1022,17,2,1
2026-02-16,1023,23,1,0
2026-02-16,1024,29,4,0
2026-02-16,1025,26,0,0
2026-02-16,1026,21,2,2
2026-02-16,1027,13,1,0
2026-02-16,1028,20,3,0
2026-02-16,1029,15,1,0
2026-02-16,1030,24,2,1
2026-02-16,1031,22,3,1
2026-02-16,1032,26,1,0
2026-02-16,1033,27,1,0
2026-02-16,1034,33,2,0
2026-02-16,1035,23,4,1
2026-02-16,1036,15,0,0
2026-02-16,1037,24,1,0
2026-02-16,1038,28,3,1
2026-02-16,1039,26,3,1
2026-02-16,1040,26,1,0
2026-02-16,1041,22,0,0
2026-02-16,1042,21,2,1
2026-02-16,1043,16,2,2
2026-02-16,1044,14,0,0
2026-02-16,1045,16,0,0
2026-02-16,1046,14,0,0
2026-02-16,1047,16,2,2
2026-02-16,1048,22,2,1
2026-02-16,1049,19,1,0
2026-02-16,1050,19,1,0
2026-02-16,1051,17,1,0
2026-02-16,1052,12,1,0
2026-02-16,1053,13,0,0
2026-02-16,1054,14,1,0
2026-02-16,1055,17,2,0
2026-02-16,1056,17,3,2
2026-02-16,1057,14,2,0
2026-02-16,1058,12,0,0
2026-02-16,1059,16,0,0
2026-02-16,1060,19,4,0
2026-02-17,1001,15,0,0
2026-02-17,1002,25,1,0
2026-02-17,1003,33,3,2
2026-02-17,1004,22,0,0
2026-02-17,1005,26,0,0
2026-02-17,1006,30,1,0
2026-02-17,1007,22,3,1
2026-02-17,1008,25,2,0
2026-02-17,1009,23,4,0
2026-02-17,1010,26,2,0
2026-02-17,1011,21,3,0
2026-02-17,1012,26,5,1
2026-02-17,1013,21,1,0
2026-02-17,1014,26,3,0
2026-02-17,1015,22,1,1
2026-02-17,1016,25,3,1
2026-02-17,1017,26,2,0
2026-02-17,1018,27,4,2
2026-02-17,1019,22,3,1
2026-02-17,1020,16,0,0
2026-02-17,1021,21,1,0
2026-02-17,1022,17,3,1
2026-02-17,1023,20,1,1
2026-02-17,1024,24,1,0
2026-02-17,1025,23,4,0
2026-02-17,1026,18,4,1
2026-02-17,1027,22,2,1
2026-02-17,1028,15,4,1
2026-02-17,1029,21,3,0
2026-02-17,1030,19,2,1
2026-02-17,1031,14,0,0
2026-02-17,1032,26,1,1
2026-02-17,1033,27,2,0
2026-02-17,1034,29,1,0
2026-02-17,1035,24,1,0
2026-02-17,1036,15,1,0
2026-02-17,1037,25,3,0
2026-02-17,1038,17,1,1
2026-02-17,1039,17,0,0
2026-02-17,1040,22,1,0
2026-02-17,1041,21,4,1
2026-02-17,1042,16,2,1
2026-02-17,1043,15,0,0
2026-02-17,1044,12,1,0
2026-02-17,1045,20,0,0
2026-02-17,1046,16,1,0
2026-02-17,1047,12,3,0
2026-02-17,1048,28,2,0
2026-02-17,1049,23,3,0
2026-02-17,1050,13,1,0
2026-02-17,1051,12,0,0
2026-02-17,1052,12,0,0
2026-02-17,1053,12,1,0
2026-02-17,1054,20,4,0
2026-02-17,1055,13,2,1
2026-02-17,1056,13,1,0
2026-02-17,1057,14,1,0
2026-02-17,1058,9,1,1
2026-02-17,1059,17,0,0
2026-02-17,1060,8,0,0
2026-02-18,1001,23,2,1
2026-02-18,1002,22,2,0
2026-02-18,1003,38,2,0
2026-02-18,1004,25,4,1
2026-02-18,1005,26,6,1
2026-02-18,1006,26,3,1
2026-02-18,1007,32,5,2
2026-02-18,1008,33,3,1
2026-02-18,1009,23,2,0
2026-02-18,1010,27,6,1
2026-02-18,1011,23,2,1
2026-02-18,1012,16,2,0
2026-02-18,1013,26,0,0
2026-02-18,1014,24,1,0
2026-02-18,1015,23,2,1
2026-02-18,1016,26,4,1
2026-02-18,1017,22,5,2
2026-02-18,1018,25,1,1
2026-02-18,1019,19,4,0
2026-02-18,1020,27,5,0
2026-02-18,1021,29,2,1
2026-02-18,1022,25,0,0
2026-02-18,1023,30,0,0
2026-02-18,1024,15,0,0
2026-02-18,1025,16,1,0
2026-02-18,1026,13,0,0
2026-02-18,1027,18,1,1
2026-02-18,1028,18,1,0
2026-02-18,1029,18,0,0
2026-02-18,1030,20,2,0
2026-02-18,1031,22,0,0
2026-02-18,1032,22,2,0
2026-02-18,1033,18,1,0
2026-02-18,1034,16,1,0
2026-02-18,1035,26,0,0
2026-02-18,1036,23,1,0
2026-02-18,1037,25,5,0
2026-02-18,1038,27,1,0
2026-02-18,1039,22,0,0
2026-02-18,1040,21,2,1
2026-02-18,1041,18,1,1
2026-02-18,1042,20,2,1
2026-02-18,1043,11,1,0
2026-02-18,1044,16,0,0
2026-02-18,1045,17,2,1
2026-02-18,1046,12,2,0
2026-02-18,1047,15,0,0
2026-02-18,1048,20,1,0
2026-02-18,1049,21,3,2
2026-02-18,1050,10,1,1
2026-02-18,1051,13,0,0
2026-02-18,1052,16,1,0
2026-02-18,1053,14,1,0
2026-02-18,1054,9,0,0
2026-02-18,1055,13,0,0
2026-02-18,1056,13,0,0
2026-02-18,1057,16,0,0
2026-02-18,1058,16,1,1
2026-02-18,1059,10,1,0
2026-02-18,1060,12,0,0
2026-02-19,1001,20,1,0
2026-02-19,1002,22,3,1
2026-02-19,1003,33,6,1
2026-02-19,1004,32,6,2
2026-02-19,1005,32,5,1
2026-02-19,1006,23,5,1
2026-02-19,1007,25,2,0
2026-02-19,1008,32,3,1
2026-02-19,1009,20,2,1
2026-02-19,1010,17,1,0
2026-02-19,1011,18,4,0
2026-02-19,1012,27,3,1
2026-02-19,1013,28,2,1
2026-02-19,1014,23,2,0
2026-02-19,1015,25,1,0
2026-02-19,1016,24,3,1
2026-02-19,1017,34,7,0
2026-02-19,1018,36,2,1
2026-02-19,1019,16,2,0
2026-02-19,1020,20,4,2
2026-02-19,1021,21,1,0
2026-02-19,1022,19,0,0
2026-02-19,1023,23,0,0
2026-02-19,1024,21,3,1
2026-02-19,1025,20,2,1
2026-02-19,1026,21,3,1
2026-02-19,1027,19,3,0
2026-02-19,1028,22,3,1
2026-02-19,1029,19,1,0
2026-02-19,1030,20,3,1
2026-02-19,1031,22,1,1
2026-02-19,1032,22,1,0
2026-02-19,1033,24,1,0
2026-02-19,1034,20,2,1
2026-02-19,1035,29,2,0
2026-02-19,1036,18,0,0
2026-02-19,1037,25,2,2
2026-02-19,1038,16,1,0
2026-02-19,1039,19,0,0
2026-02-19,1040,14,0,0
2026-02-19,1041,20,1,0
2026-02-19,1042,19,1,0
2026-02-19,1043,14,0,0
2026-02-19,1044,10,1,1
2026-02-19,1045,16,2,0
2026-02-19,1046,15,0,0
2026-02-19,1047,15,1,0
2026-02-19,1048,19,3,0
2026-02-19,1049,14,1,1
2026-02-19,1050,15,1,0
2026-02-19,1051,11,1,0
2026-02-19,1052,9,0,0
2026-02-19,1053,10,0,0
2026-02-19,1054,13,1,1
2026-02-19,1055,22,1,0
2026-02-19,1056,14,2,0
2026-02-19,1057,11,0,0
2026-02-19,1058,10,0,0
2026-02-19,1059,11,1,0
2026-02-19,1060,8,1,0
2026-02-20,1001,30,1,1
2026-02-20,1002,23,0,0
2026-02-20,1003,26,4,2
2026-02-20,1004,24,3,1
2026-02-20,1005,28,2,0
2026-02-20,1006,19,3,1
2026-02-20,1007,16,1,1
2026-02-20,1008,28,4,1
2026-02-20,1009,27,5,2
2026-02-20,1010,36,2,0
2026-02-20,1011,23,3,0
2026-02-20,1012,15,1,0
2026-02-20,1013,23,1,0
2026-02-20,1014,19,2,1
2026-02-20,1015,35,3,1
2026-02-20,1016,23,4,0
2026-02-20,1017,22,1,1
2026-02-20,1018,24,1,1
2026-02-20,1019,23,3,0
2026-02-20,1020,29,1,1
2026-02-20,1021,14,1,0
2026-02-20,1022,15,0,0
2026-02-20,1023,17,2,1
2026-02-20,1024,20,2,1
2026-02-20,1025,20,0,0
2026-02-20,1026,22,3,0
2026-02-20,1027,22,3,0
2026-02-20,1028,20,2,1
2026-02-20,1029,23,0,0
2026-02-20,1030,17,1,0
2026-02-20,1031,22,3,2
2026-02-20,1032,20,1,0
2026-02-20,1033,20,0,0
2026-02-20,1034,28,1,1
2026-02-20,1035,29,1,0
2026-02-20,1036,20,0,0
2026-02-20,1037,23,2,1
2026-02-20,1038,30,3,2
2026-02-20,1039,18,0,0
2026-02-20,1040,25,3,1
2026-02-20,1041,18,2,1
2026-02-20,1042,16,1,1
2026-02-20,1043,18,2,0
2026-02-20,1044,20,0,0
2026-02-20,1045,20,0,0
2026-02-20,1046,10,1,1
2026-02-20,1047,15,1,0
2026-02-20,1048,10,0,0
2026-02-20,1049,18,0,0
2026-02-20,1050,16,1,0
2026-02-20,1051,12,3,2
2026-02-20,1052,16,0,0
2026-02-20,1053,8,2,0
2026-02-20,1054,13,3,3
2026-02-20,1055,14,2,1
2026-02-20,1056,14,0,0
2026-02-20,1057,21,0,0
2026-02-20,1058,11,1,0
2026-02-20,1059,13,1,0
2026-02-20,1060,17,0,0
2026-02-21,1001,30,6,2
2026-02-21,1002,26,2,1
2026-02-21,1003,19,3,1
2026-02-21,1004,31,5,0
2026-02-21,1005,24,3,0
2026-02-21,1006,26,0,0
2026-02-21,1007,25,2,0
2026-02-21,1008,31,0,0
2026-02-21,1009,30,1,0
2026-02-21,1010,29,7,1
2026-02-21,1011,24,2,1
2026-02-21,1012,22,1,0
2026-02-21,1013,22,2,2
2026-02-21,1014,23,4,1
2026-02-21,1015,25,1,0
2026-02-21,1016,30,4,1
2026-02-21,1017,20,3,1
2026-02-21,1018,28,7,2
2026-02-21,1019,30,4,1
2026-02-21,1020,29,3,0
2026-02-21,1021,20,0,0
2026-02-21,1022,19,2,0
2026-02-21,1023,28,0,0
2026-02-21,1024,18,2,0
2026-02-21,1025,21,2,1
2026-02-21,1026,17,1,1
2026-02-21,1027,24,3,1
2026-02-21,1028,23,1,0
2026-02-21,1029,14,2,0
2026-02-21,1030,14,1,1
2026-02-21,1031,27,4,2
2026-02-21,1032,19,1,0
2026-02-21,1033,15,3,0
2026-02-21,1034,19,0,0
2026-02-21,1035,23,2,2
2026-02-21,1036,16,0,0
2026-02-21,1037,21,2,1
2026-02-21,1038,18,0,0
2026-02-21,1039,24,2,1
2026-02-21,1040,20,1,0
2026-02-21,1041,21,0,0
2026-02-21,1042,15,2,0
2026-02-21,1043,22,1,0
2026-02-21,1044,20,3,0
2026-02-21,1045,14,0,0
2026-02-21,1046,16,2,1
2026-02-21,1047,12,0,0
2026-02-21,1048,12,1,0
2026-02-21,1049,17,1,0
2026-02-21,1050,15,0,0
2026-02-21,1051,6,0,0
2026-02-21,1052,15,0,0
2026-02-21,1053,11,1,0
2026-02-21,1054,17,2,1
2026-02-21,1055,15,4,2
2026-02-21,1056,22,2,1
2026-02-21,1057,15,2,1
2026-02-21,1058,8,2,0
2026-02-21,1059,10,1,0
2026-02-21,1060,20,2,1
2026-02-22,1001,27,2,0
2026-02-22,1002,18,1,0
2026-02-22,1003,30,3,1
2026-02-22,1004,30,4,0
2026-02-22,1005,31,3,0
2026-02-22,1006,22,1,0
2026-02-22,1007,29,2,1
2026-02-22,1008,28,2,0
2026-02-22,1009,27,3,1
2026-02-22,1010,23,2,0
2026-02-22,1011,31,2,1
2026-02-22,1012,32,3,1
2026-02-22,1013,24,2,1
2026-02-22,1014,18,0,0
2026-02-22,1015,18,2,1
2026-02-22,1016,26,2,0
2026-02-22,1017,22,2,1
2026-02-22,1018,28,4,2
2026-02-22,1019,28,4,1
2026-02-22,1020,28,3,0
2026-02-22,1021,22,1,0
2026-02-22,1022,19,3,1
2026-02-22,1023,21,3,2
2026-02-22,1024,17,0,0
2026-02-22,1025,25,2,1
2026-02-22,1026,18,1,1
2026-02-22,1027,25,0,0
2026-02-22,1028,11,1,0
2026-02-22,1029,13,1,0
2026-02-22,1030,14,1,0
2026-02-22,1031,17,2,1
2026-02-22,1032,20,3,2
2026-02-22,1033,9,2,0
2026-02-22,1034,24,1,1
2026-02-22,1035,27,1,0
2026-02-22,1036,18,0,0
2026-02-22,1037,14,2,0
2026-02-22,1038,15,0,0
2026-02-22,1039,25,1,0
2026-02-22,1040,29,1,1
2026-02-22,1041,10,1,1
2026-02-22,1042,6,0,0
2026-02-22,1043,20,2,1
2026-02-22,1044,18,2,0
2026-02-22,1045,19,1,0
2026-02-22,1046,18,3,0
2026-02-22,1047,18,2,1
2026-02-22,1048,17,2,1
2026-02-22,1049,22,2,1
2026-02-22,1050,11,2,1
2026-02-22,1051,8,1,1
2026-02-22,1052,19,0,0
2026-02-22,1053,18,0,0
2026-02-22,1054,8,1,0
2026-02-22,1055,11,1,1
2026-02-22,1056,10,0,0
2026-02-22,1057,16,0,0
2026-02-22,1058,8,0,0
2026-02-22,1059,20,0,0
2026-02-22,1060,13,1,0
2026-02-23,1001,28,4,1
2026-02-23,1002,27,1,1
2026-02-23,1003,34,2,0
2026-02-23,1004,20,1,0
2026-02-23,1005,34,1,1
2026-02-23,1006,25,5,2
2026-02-23,1007,17,0,0
2026-02-23,1008,21,1,0
2026-02-23,1009,23,2,0
2026-02-23,1010,29,2,2
2026-02-23,1011,21,1,0
2026-02-23,1012,28,3,2
2026-02-23,1013,26,0,0
2026-02-23,1014,22,0,0
2026-02-23,1015,17,0,0
2026-02-23,1016,24,1,0
2026-02-23,1017,26,3,1
2026-02-23,1018,29,2,1
2026-02-23,1019,21,5,0
2026-02-23,1020,24,2,0
2026-02-23,1021,22,3,1
2026-02-23,1022,24,2,1
2026-02-23,1023,22,2,1
2026-02-23,1024,19,0,0
2026-02-23,1025,15,0,0
2026-02-23,1026,25,2,0
